Identificativo univoco del prodotto (della versione master);ID prodotto;Handle (della versione master);Status di validazione;Titolo;Anno di pubblicazione;Data di creazione;Data Ahead of Print;Tipologia (definita da IRIS);Tipologia (collezione);Sottotipologia;Status di pubblicazione;Presenza coautori internazionali;Tutti gli autori/Curatori;Nr autori/Curatori (numero);contributors: autori/curatori di journal/serie di fascia A;Rilevanza nazionale/internazionale;Tipo di referaggio;Carattere della pubblicazione;SSD del prodotto;Lingua (codice);Rivista/Serie: ISSN;URL;DOI;Formato;codice: ISBN;Abstract;Parole chiave;brevetto: Data di deposito;Centro di ricerca;autore: ID persona (IRIS);Parole chiave - ERC (concatenazione) - autore;scopus: Nr citazioni;wos: Identificativo;scopus: Identificativo;wos: Nr citazioni;wos: affiliations;u-gov: Classificazione ausiliaria 1;wos: Valore Impact factor;Presenza Impact Factor (indicato nei metadati- manuale);wos: Valore Impact factor (riferito all'ultimo anno disponibile)
30416;30416;2318/9127;Validazione non prevista (pubblicato);Il problema aperto in geometria con l’utilizzo di un software didattico;1997;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"ARZARELLO F; O. ROBUTTI";2;;Nazionale;Sì, ma tipo non specificato;;;ita;1828-4582;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30417;30417;2318/9128;Validazione non prevista (pubblicato);Statistica e probabilità. Modulo quinquennale;1998;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"NOLLI N; PIVETTA M; O. ROBUTTI; ROSSETTO R";4;;Nazionale;Sì, ma tipo non specificato;;;ita;1828-4582;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30418;30418;2318/9129;Validazione non prevista (pubblicato);Problemi aperti di geometria con l’uso di Cabri-Géomètre e Maple;1998;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"ARZARELLO F; O. ROBUTTI";2;;Nazionale;Sì, ma tipo non specificato;;;ita;1828-4582;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30419;30419;2318/9130;Validazione non prevista (pubblicato);Dall'assiomatico al virtuale: Cabri-Géomètre;2000;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"PAOLA D; O. ROBUTTI";2;;Nazionale;Sì, ma tipo non specificato;;;ita;1126-6600;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30420;30420;2318/9131;Validazione non prevista (pubblicato);Matematica;2000;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"ARZARELLO F; O. ROBUTTI";2;;Nazionale;Sì, ma tipo non specificato;;;ita;1828-4582;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30421;30421;2318/9132;Validazione non prevista (pubblicato);Lavorare per nuclei fondanti e competenze: il caso della matematica", in "Una filosofia per i nuovi curricoli;2000;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;O. ROBUTTI;1;;Nazionale;;;;ita;0391-6642;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30422;30422;2318/9133;Validazione non prevista (pubblicato);Matematica. Primi due anni;2000;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"O. ROBUTTI; ACCOMAZZO P";2;;Nazionale;Sì, ma tipo non specificato;;;ita;1828-4582;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30423;30423;2318/9134;Validazione non prevista (pubblicato);Matematica. Triennio;2000;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;O. ROBUTTI;1;;Nazionale;Sì, ma tipo non specificato;;;ita;1828-4582;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30424;30424;2318/9135;Validazione non prevista (pubblicato);Parliamo di riforma: nuclei fondanti e competenze in matematica;2000;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;O. ROBUTTI;1;;Nazionale;Sì, ma tipo non specificato;;;ita;1972-0475;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30425;30425;2318/9136;Validazione non prevista (pubblicato);Tavola rotonda: nuclei fondanti e riforma dei cicli;2001;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;O. ROBUTTI;1;;Nazionale;Sì, ma tipo non specificato;;;ita;0393-0998;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30426;30426;2318/9137;Validazione non prevista (pubblicato);Avvio al pensiero teorico in un ambiente di geometria dinamica;2001;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"OLIVERO F; PAOLA D; O. ROBUTTI";3;;Nazionale;Sì, ma tipo non specificato;;;ita;1120-4850;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30427;30427;2318/9138;Validazione non prevista (pubblicato);Matematica. La prova scritta del liceo scientifico all’esame di Stato;2001;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"ARZARELLO F; O. ROBUTTI";2;;Nazionale;Sì, ma tipo non specificato;;;ita;1828-4582;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30428;30428;2318/9139;Validazione non prevista (pubblicato);E’ possibile avviare gli studenti al senso del grafico con calcolatrice e sensore?;2001;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;O. ROBUTTI;1;;Nazionale;Sì, ma tipo non specificato;;;ita;1127-350X;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30429;30429;2318/9140;Validazione non prevista (pubblicato);Matematica. Liceo scientifico;2001;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;O. ROBUTTI;1;;Nazionale;Sì, ma tipo non specificato;;;ita;1828-4582;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30430;30430;2318/9141;Validazione non prevista (pubblicato);La tecnologia nell’insegnamento della matematica – parte I;2002;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;O. ROBUTTI;1;;Nazionale;Sì, ma tipo non specificato;;;ita;1972-0475;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30431;30431;2318/9142;Validazione non prevista (pubblicato);La tecnologia nell’insegnamento della matematica – parte II;2002;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;O. ROBUTTI;1;;Nazionale;Sì, ma tipo non specificato;;;ita;1972-0475;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30432;30432;2318/9146;Validazione non prevista (pubblicato);La costruzione del significato di integrale. Parte A;2003;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;no;"O. ROBUTTI; C. SABENA";2;;Nazionale;Sì, ma tipo non specificato;;;ita;1123-7570;;;;;;;;;10174;;;;;;;;;;
30432;30432;2318/9146;Validazione non prevista (pubblicato);La costruzione del significato di integrale. Parte A;2003;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;no;"O. ROBUTTI; C. SABENA";2;;Nazionale;Sì, ma tipo non specificato;;;ita;1123-7570;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30433;30433;2318/9147;Validazione non prevista (pubblicato);Il senso del grafico con la mediazione delle tecnologie: metafore attivate e significati costruiti;2003;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;O. ROBUTTI;1;;Nazionale;Sì, ma tipo non specificato;;;ita;1120-9968;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30434;30434;2318/9148;Validazione non prevista (pubblicato);La costruzione del significato di integrale. Parte B;2004;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"O. Robutti; C. Sabena";2;;Nazionale;Sì, ma tipo non specificato;;;ita;1123-7570;;;;;;;;;10174;;;;;;;;;;
30434;30434;2318/9148;Validazione non prevista (pubblicato);La costruzione del significato di integrale. Parte B;2004;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"O. Robutti; C. Sabena";2;;Nazionale;Sì, ma tipo non specificato;;;ita;1123-7570;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30435;30435;2318/9149;Validazione non prevista (pubblicato);Il laboratorio nella Scuola di Specializzazione: un’aula senza pareti;2004;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"O. Robutti; C. Palici di Suni";2;;Nazionale;Sì, ma tipo non specificato;;;ita;1124-5492;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30436;30436;2318/9150;Validazione non prevista (pubblicato);Motion, Technology, Gesture in Interpreting Graphs;2006;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;O. Robutti;1;;Internazionale;Sì, ma tipo non specificato;;;eng;1744-2710;;;;;;;;;17134;"SH3_11 - Social aspects of teaching and learning, curriculum studies, education and educational policies (erc_2022) ; SH3_5 - Attitudes and beliefs (erc_2022) ; SH3_7 - Kinship; diversity and identities, gender, interethnic relations (erc_2022) ; SH3_14 - Social studies of science and technology (erc_2022) ; SH3_12 - Communication and information, networks, media (erc_2022) ; PE1_1 - Logic and foundations (erc_2022)";;;;;;;;;
30542;30542;2318/9160;Validazione non prevista (pubblicato);Wick calculus: a time-frequency approach;2005;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"E. Cordero; L. Rodino";2;;Internazionale;Sì, ma tipo non specificato;;;eng;0030-6126;;;;;;;;;20177;;20;WOS:000228671800004;2-s2.0-19944362170;15;;;0.356;si;0.5
30543;30543;2318/9162;Validazione non prevista (pubblicato);A strengthened Cauchy-Schwartz inequality for bidimensional spline-wavelets;2002;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"A.DE ROSSI; L. RODINO";2;;Internazionale;Sì, ma tipo non specificato;;;eng;1331-4343;;;;;;;;;17149;;;;;;;;0.606;si;0.9
